1	1. Open-Space-Runde	F 1	2015-11-27T11:30:00+0100	2015-11-27T13:30:00+0100
2	2. Open-Space-Runde	F 2	2015-11-27T14:15:00+0100	2015-11-27T15:45:00+0100
3	3. Open-Space-Runde	F 3	2015-11-27T16:00:00+0100	2015-11-27T17:30:00+0100
4	4. Open-Space-Runde	S 1	2015-11-28T11:30:00+0100	2015-11-28T13:00:00+0100
5	5. Open-Space-Runde	S 2	2015-11-28T14:00:00+0100	2015-11-28T15:30:00+0100
6	6. Open-Space-Runde	S 3	2015-11-28T16:00:00+0100	2015-11-28T17:30:00+0100
