1	Zeitslot 1	SL 1	2016-05-27T14:00:00+0200	2016-05-27T15:30:00+0200
2	Zeitslot 2	SL 2	2016-05-27T16:00:00+0200	2016-05-27T17:30:00+0200
3	Zeitslot 3	SL 3	2016-05-28T11:30:00+0200	2016-05-28T13:00:00+0200
4	Zeitslot 4	SL 4	2016-05-28T14:00:00+0200	2016-05-28T15:30:00+0200
5	Zeitslot 5	SL 5	2016-05-28T16:00:00+0200	2016-05-28T17:30:00+0200
